date,wm_yr_wk,year,month,week
2013-04-29,11314,2013,4,18
2013-04-30,11314,2013,4,18
2013-05-01,11314,2013,5,18
2013-05-02,11314,2013,5,18
2013-05-03,11314,2013,5,18
2013-05-04,11315,2013,5,18
2013-05-05,11315,2013,5,18
2013-05-06,11315,2013,5,19
2013-05-07,11315,2013,5,19
2013-05-08,11315,2013,5,19
2013-05-09,11315,2013,5,19
2013-05-10,11315,2013,5,19
2013-05-11,11316,2013,5,19
2013-05-12,11316,2013,5,19
2013-05-13,11316,2013,5,20
2013-05-14,11316,2013,5,20
2013-05-15,11316,2013,5,20
2013-05-16,11316,2013,5,20
2013-05-17,11316,2013,5,20
2013-05-18,11317,2013,5,20
2013-05-19,11317,2013,5,20
2013-05-20,11317,2013,5,21
2013-05-21,11317,2013,5,21
2013-05-22,11317,2013,5,21
2013-05-23,11317,2013,5,21
2013-05-24,11317,2013,5,21
2013-05-25,11318,2013,5,21
2013-05-26,11318,2013,5,21
2013-05-27,11318,2013,5,22
2013-05-28,11318,2013,5,22
2013-05-29,11318,2013,5,22
2013-05-30,11318,2013,5,22
2013-05-31,11318,2013,5,22
2013-06-01,11319,2013,6,22
2013-06-02,11319,2013,6,22
2013-06-03,11319,2013,6,23
2013-06-04,11319,2013,6,23
2013-06-05,11319,2013,6,23
2013-06-06,11319,2013,6,23
2013-06-07,11319,2013,6,23
2013-06-08,11320,2013,6,23
2013-06-09,11320,2013,6,23
2013-06-10,11320,2013,6,24
2013-06-11,11320,2013,6,24
2013-06-12,11320,2013,6,24
2013-06-13,11320,2013,6,24
2013-06-14,11320,2013,6,24
2013-06-15,11321,2013,6,24
2013-06-16,11321,2013,6,24
2013-06-17,11321,2013,6,25
2013-06-18,11321,2013,6,25
2013-06-19,11321,2013,6,25
2013-06-20,11321,2013,6,25
2013-06-21,11321,2013,6,25
2013-06-22,11322,2013,6,25
2013-06-23,11322,2013,6,25
2013-06-24,11322,2013,6,26
2013-06-25,11322,2013,6,26
2013-06-26,11322,2013,6,26
2013-06-27,11322,2013,6,26
2013-06-28,11322,2013,6,26
2013-06-29,11323,2013,6,26
2013-06-30,11323,2013,6,26
2013-07-01,11323,2013,7,27
2013-07-02,11323,2013,7,27
2013-07-03,11323,2013,7,27
2013-07-04,11323,2013,7,27
2013-07-05,11323,2013,7,27
2013-07-06,11324,2013,7,27
2013-07-07,11324,2013,7,27
2013-07-08,11324,2013,7,28
2013-07-09,11324,2013,7,28
2013-07-10,11324,2013,7,28
2013-07-11,11324,2013,7,28
2013-07-12,11324,2013,7,28
2013-07-13,11325,2013,7,28
2013-07-14,11325,2013,7,28
2013-07-15,11325,2013,7,29
2013-07-16,11325,2013,7,29
2013-07-17,11325,2013,7,29
2013-07-18,11325,2013,7,29
2013-07-19,11325,2013,7,29
2013-07-20,11326,2013,7,29
2013-07-21,11326,2013,7,29
2013-07-22,11326,2013,7,30
2013-07-23,11326,2013,7,30
2013-07-24,11326,2013,7,30
2013-07-25,11326,2013,7,30
2013-07-26,11326,2013,7,30
2013-07-27,11327,2013,7,30
2013-07-28,11327,2013,7,30
2013-07-29,11327,2013,7,31
2013-07-30,11327,2013,7,31
2013-07-31,11327,2013,7,31
2013-08-01,11327,2013,8,31
2013-08-02,11327,2013,8,31
2013-08-03,11328,2013,8,31
2013-08-04,11328,2013,8,31
2013-08-05,11328,2013,8,32
2013-08-06,11328,2013,8,32
2013-08-07,11328,2013,8,32
2013-08-08,11328,2013,8,32
2013-08-09,11328,2013,8,32
2013-08-10,11329,2013,8,32
2013-08-11,11329,2013,8,32
2013-08-12,11329,2013,8,33
2013-08-13,11329,2013,8,33
2013-08-14,11329,2013,8,33
2013-08-15,11329,2013,8,33
2013-08-16,11329,2013,8,33
2013-08-17,11330,2013,8,33
2013-08-18,11330,2013,8,33
2013-08-19,11330,2013,8,34
2013-08-20,11330,2013,8,34
2013-08-21,11330,2013,8,34
2013-08-22,11330,2013,8,34
2013-08-23,11330,2013,8,34
2013-08-24,11331,2013,8,34
2013-08-25,11331,2013,8,34
2013-08-26,11331,2013,8,35
2013-08-27,11331,2013,8,35
2013-08-28,11331,2013,8,35
2013-08-29,11331,2013,8,35
2013-08-30,11331,2013,8,35
2013-08-31,11332,2013,8,35
2013-09-01,11332,2013,9,35
2013-09-02,11332,2013,9,36
2013-09-03,11332,2013,9,36
2013-09-04,11332,2013,9,36
2013-09-05,11332,2013,9,36
2013-09-06,11332,2013,9,36
2013-09-07,11333,2013,9,36
2013-09-08,11333,2013,9,36
2013-09-09,11333,2013,9,37
2013-09-10,11333,2013,9,37
2013-09-11,11333,2013,9,37
2013-09-12,11333,2013,9,37
2013-09-13,11333,2013,9,37
2013-09-14,11334,2013,9,37
2013-09-15,11334,2013,9,37
2013-09-16,11334,2013,9,38
2013-09-17,11334,2013,9,38
2013-09-18,11334,2013,9,38
2013-09-19,11334,2013,9,38
2013-09-20,11334,2013,9,38
2013-09-21,11335,2013,9,38
2013-09-22,11335,2013,9,38
2013-09-23,11335,2013,9,39
2013-09-24,11335,2013,9,39
2013-09-25,11335,2013,9,39
2013-09-26,11335,2013,9,39
2013-09-27,11335,2013,9,39
2013-09-28,11336,2013,9,39
2013-09-29,11336,2013,9,39
2013-09-30,11336,2013,9,40
2013-10-01,11336,2013,10,40
2013-10-02,11336,2013,10,40
2013-10-03,11336,2013,10,40
2013-10-04,11336,2013,10,40
2013-10-05,11337,2013,10,40
2013-10-06,11337,2013,10,40
2013-10-07,11337,2013,10,41
2013-10-08,11337,2013,10,41
2013-10-09,11337,2013,10,41
2013-10-10,11337,2013,10,41
2013-10-11,11337,2013,10,41
2013-10-12,11338,2013,10,41
2013-10-13,11338,2013,10,41
2013-10-14,11338,2013,10,42
2013-10-15,11338,2013,10,42
2013-10-16,11338,2013,10,42
2013-10-17,11338,2013,10,42
2013-10-18,11338,2013,10,42
2013-10-19,11339,2013,10,42
2013-10-20,11339,2013,10,42
2013-10-21,11339,2013,10,43
2013-10-22,11339,2013,10,43
2013-10-23,11339,2013,10,43
2013-10-24,11339,2013,10,43
2013-10-25,11339,2013,10,43
2013-10-26,11340,2013,10,43
2013-10-27,11340,2013,10,43
2013-10-28,11340,2013,10,44
2013-10-29,11340,2013,10,44
2013-10-30,11340,2013,10,44
2013-10-31,11340,2013,10,44
2013-11-01,11340,2013,11,44
2013-11-02,11341,2013,11,44
2013-11-03,11341,2013,11,44
2013-11-04,11341,2013,11,45
2013-11-05,11341,2013,11,45
2013-11-06,11341,2013,11,45
2013-11-07,11341,2013,11,45
2013-11-08,11341,2013,11,45
2013-11-09,11342,2013,11,45
2013-11-10,11342,2013,11,45
2013-11-11,11342,2013,11,46
2013-11-12,11342,2013,11,46
2013-11-13,11342,2013,11,46
2013-11-14,11342,2013,11,46
2013-11-15,11342,2013,11,46
2013-11-16,11343,2013,11,46
2013-11-17,11343,2013,11,46
2013-11-18,11343,2013,11,47
2013-11-19,11343,2013,11,47
2013-11-20,11343,2013,11,47
2013-11-21,11343,2013,11,47
2013-11-22,11343,2013,11,47
2013-11-23,11344,2013,11,47
2013-11-24,11344,2013,11,47
2013-11-25,11344,2013,11,48
2013-11-26,11344,2013,11,48
2013-11-27,11344,2013,11,48
2013-11-28,11344,2013,11,48
2013-11-29,11344,2013,11,48
2013-11-30,11345,2013,11,48
2013-12-01,11345,2013,12,48
2013-12-02,11345,2013,12,49
2013-12-03,11345,2013,12,49
2013-12-04,11345,2013,12,49
2013-12-05,11345,2013,12,49
2013-12-06,11345,2013,12,49
2013-12-07,11346,2013,12,49
2013-12-08,11346,2013,12,49
2013-12-09,11346,2013,12,50
2013-12-10,11346,2013,12,50
2013-12-11,11346,2013,12,50
2013-12-12,11346,2013,12,50
2013-12-13,11346,2013,12,50
2013-12-14,11347,2013,12,50
2013-12-15,11347,2013,12,50
2013-12-16,11347,2013,12,51
2013-12-17,11347,2013,12,51
2013-12-18,11347,2013,12,51
2013-12-19,11347,2013,12,51
2013-12-20,11347,2013,12,51
2013-12-21,11348,2013,12,51
2013-12-22,11348,2013,12,51
2013-12-23,11348,2013,12,52
2013-12-24,11348,2013,12,52
2013-12-25,11348,2013,12,52
2013-12-26,11348,2013,12,52
2013-12-27,11348,2013,12,52
2013-12-28,11349,2013,12,52
2013-12-29,11349,2013,12,52
2013-12-30,11349,2013,12,1
2013-12-31,11349,2013,12,1
2014-01-01,11349,2014,1,1
2014-01-02,11349,2014,1,1
2014-01-03,11349,2014,1,1
2014-01-04,11350,2014,1,1
2014-01-05,11350,2014,1,1
2014-01-06,11350,2014,1,2
2014-01-07,11350,2014,1,2
2014-01-08,11350,2014,1,2
2014-01-09,11350,2014,1,2
2014-01-10,11350,2014,1,2
2014-01-11,11351,2014,1,2
2014-01-12,11351,2014,1,2
2014-01-13,11351,2014,1,3
2014-01-14,11351,2014,1,3
2014-01-15,11351,2014,1,3
2014-01-16,11351,2014,1,3
2014-01-17,11351,2014,1,3
2014-01-18,11352,2014,1,3
2014-01-19,11352,2014,1,3
2014-01-20,11352,2014,1,4
2014-01-21,11352,2014,1,4
2014-01-22,11352,2014,1,4
2014-01-23,11352,2014,1,4
2014-01-24,11352,2014,1,4
2014-01-25,11353,2014,1,4
2014-01-26,11353,2014,1,4
2014-01-27,11353,2014,1,5
2014-01-28,11353,2014,1,5
2014-01-29,11353,2014,1,5
2014-01-30,11353,2014,1,5
2014-01-31,11353,2014,1,5
2014-02-01,11401,2014,2,5
2014-02-02,11401,2014,2,5
2014-02-03,11401,2014,2,6
2014-02-04,11401,2014,2,6
2014-02-05,11401,2014,2,6
2014-02-06,11401,2014,2,6
2014-02-07,11401,2014,2,6
2014-02-08,11402,2014,2,6
2014-02-09,11402,2014,2,6
2014-02-10,11402,2014,2,7
2014-02-11,11402,2014,2,7
2014-02-12,11402,2014,2,7
2014-02-13,11402,2014,2,7
2014-02-14,11402,2014,2,7
2014-02-15,11403,2014,2,7
2014-02-16,11403,2014,2,7
2014-02-17,11403,2014,2,8
2014-02-18,11403,2014,2,8
2014-02-19,11403,2014,2,8
2014-02-20,11403,2014,2,8
2014-02-21,11403,2014,2,8
2014-02-22,11404,2014,2,8
2014-02-23,11404,2014,2,8
2014-02-24,11404,2014,2,9
2014-02-25,11404,2014,2,9
2014-02-26,11404,2014,2,9
2014-02-27,11404,2014,2,9
2014-02-28,11404,2014,2,9
2014-03-01,11405,2014,3,9
2014-03-02,11405,2014,3,9
2014-03-03,11405,2014,3,10
2014-03-04,11405,2014,3,10
2014-03-05,11405,2014,3,10
2014-03-06,11405,2014,3,10
2014-03-07,11405,2014,3,10
2014-03-08,11406,2014,3,10
2014-03-09,11406,2014,3,10
2014-03-10,11406,2014,3,11
2014-03-11,11406,2014,3,11
2014-03-12,11406,2014,3,11
2014-03-13,11406,2014,3,11
2014-03-14,11406,2014,3,11
2014-03-15,11407,2014,3,11
2014-03-16,11407,2014,3,11
2014-03-17,11407,2014,3,12
2014-03-18,11407,2014,3,12
2014-03-19,11407,2014,3,12
2014-03-20,11407,2014,3,12
2014-03-21,11407,2014,3,12
2014-03-22,11408,2014,3,12
2014-03-23,11408,2014,3,12
2014-03-24,11408,2014,3,13
2014-03-25,11408,2014,3,13
2014-03-26,11408,2014,3,13
2014-03-27,11408,2014,3,13
2014-03-28,11408,2014,3,13
2014-03-29,11409,2014,3,13
2014-03-30,11409,2014,3,13
2014-03-31,11409,2014,3,14
2014-04-01,11409,2014,4,14
2014-04-02,11409,2014,4,14
2014-04-03,11409,2014,4,14
2014-04-04,11409,2014,4,14
2014-04-05,11410,2014,4,14
2014-04-06,11410,2014,4,14
2014-04-07,11410,2014,4,15
2014-04-08,11410,2014,4,15
2014-04-09,11410,2014,4,15
2014-04-10,11410,2014,4,15
2014-04-11,11410,2014,4,15
2014-04-12,11411,2014,4,15
2014-04-13,11411,2014,4,15
2014-04-14,11411,2014,4,16
2014-04-15,11411,2014,4,16
2014-04-16,11411,2014,4,16
2014-04-17,11411,2014,4,16
2014-04-18,11411,2014,4,16
2014-04-19,11412,2014,4,16
2014-04-20,11412,2014,4,16
2014-04-21,11412,2014,4,17
2014-04-22,11412,2014,4,17
2014-04-23,11412,2014,4,17
2014-04-24,11412,2014,4,17
2014-04-25,11412,2014,4,17
2014-04-26,11413,2014,4,17
2014-04-27,11413,2014,4,17
2014-04-28,11413,2014,4,18
2014-04-29,11413,2014,4,18
2014-04-30,11413,2014,4,18
2014-05-01,11413,2014,5,18
2014-05-02,11413,2014,5,18
2014-05-03,11414,2014,5,18
2014-05-04,11414,2014,5,18
2014-05-05,11414,2014,5,19
2014-05-06,11414,2014,5,19
2014-05-07,11414,2014,5,19
2014-05-08,11414,2014,5,19
2014-05-09,11414,2014,5,19
2014-05-10,11415,2014,5,19
2014-05-11,11415,2014,5,19
2014-05-12,11415,2014,5,20
2014-05-13,11415,2014,5,20
2014-05-14,11415,2014,5,20
2014-05-15,11415,2014,5,20
2014-05-16,11415,2014,5,20
2014-05-17,11416,2014,5,20
2014-05-18,11416,2014,5,20
2014-05-19,11416,2014,5,21
2014-05-20,11416,2014,5,21
2014-05-21,11416,2014,5,21
2014-05-22,11416,2014,5,21
2014-05-23,11416,2014,5,21
2014-05-24,11417,2014,5,21
2014-05-25,11417,2014,5,21
2014-05-26,11417,2014,5,22
2014-05-27,11417,2014,5,22
2014-05-28,11417,2014,5,22
2014-05-29,11417,2014,5,22
2014-05-30,11417,2014,5,22
2014-05-31,11418,2014,5,22
2014-06-01,11418,2014,6,22
2014-06-02,11418,2014,6,23
2014-06-03,11418,2014,6,23
2014-06-04,11418,2014,6,23
2014-06-05,11418,2014,6,23
2014-06-06,11418,2014,6,23
2014-06-07,11419,2014,6,23
2014-06-08,11419,2014,6,23
2014-06-09,11419,2014,6,24
2014-06-10,11419,2014,6,24
2014-06-11,11419,2014,6,24
2014-06-12,11419,2014,6,24
2014-06-13,11419,2014,6,24
2014-06-14,11420,2014,6,24
2014-06-15,11420,2014,6,24
2014-06-16,11420,2014,6,25
2014-06-17,11420,2014,6,25
2014-06-18,11420,2014,6,25
2014-06-19,11420,2014,6,25
2014-06-20,11420,2014,6,25
2014-06-21,11421,2014,6,25
2014-06-22,11421,2014,6,25
2014-06-23,11421,2014,6,26
2014-06-24,11421,2014,6,26
2014-06-25,11421,2014,6,26
2014-06-26,11421,2014,6,26
2014-06-27,11421,2014,6,26
2014-06-28,11422,2014,6,26
2014-06-29,11422,2014,6,26
2014-06-30,11422,2014,6,27
2014-07-01,11422,2014,7,27
2014-07-02,11422,2014,7,27
2014-07-03,11422,2014,7,27
2014-07-04,11422,2014,7,27
2014-07-05,11423,2014,7,27
2014-07-06,11423,2014,7,27
2014-07-07,11423,2014,7,28
2014-07-08,11423,2014,7,28
2014-07-09,11423,2014,7,28
2014-07-10,11423,2014,7,28
2014-07-11,11423,2014,7,28
2014-07-12,11424,2014,7,28
2014-07-13,11424,2014,7,28
2014-07-14,11424,2014,7,29
2014-07-15,11424,2014,7,29
2014-07-16,11424,2014,7,29
2014-07-17,11424,2014,7,29
2014-07-18,11424,2014,7,29
2014-07-19,11425,2014,7,29
2014-07-20,11425,2014,7,29
2014-07-21,11425,2014,7,30
2014-07-22,11425,2014,7,30
2014-07-23,11425,2014,7,30
2014-07-24,11425,2014,7,30
2014-07-25,11425,2014,7,30
2014-07-26,11426,2014,7,30
2014-07-27,11426,2014,7,30
2014-07-28,11426,2014,7,31
2014-07-29,11426,2014,7,31
2014-07-30,11426,2014,7,31
2014-07-31,11426,2014,7,31
2014-08-01,11426,2014,8,31
2014-08-02,11427,2014,8,31
2014-08-03,11427,2014,8,31
2014-08-04,11427,2014,8,32
2014-08-05,11427,2014,8,32
2014-08-06,11427,2014,8,32
2014-08-07,11427,2014,8,32
2014-08-08,11427,2014,8,32
2014-08-09,11428,2014,8,32
2014-08-10,11428,2014,8,32
2014-08-11,11428,2014,8,33
2014-08-12,11428,2014,8,33
2014-08-13,11428,2014,8,33
2014-08-14,11428,2014,8,33
2014-08-15,11428,2014,8,33
2014-08-16,11429,2014,8,33
2014-08-17,11429,2014,8,33
2014-08-18,11429,2014,8,34
2014-08-19,11429,2014,8,34
2014-08-20,11429,2014,8,34
2014-08-21,11429,2014,8,34
2014-08-22,11429,2014,8,34
2014-08-23,11430,2014,8,34
2014-08-24,11430,2014,8,34
2014-08-25,11430,2014,8,35
2014-08-26,11430,2014,8,35
2014-08-27,11430,2014,8,35
2014-08-28,11430,2014,8,35
2014-08-29,11430,2014,8,35
2014-08-30,11431,2014,8,35
2014-08-31,11431,2014,8,35
2014-09-01,11431,2014,9,36
2014-09-02,11431,2014,9,36
2014-09-03,11431,2014,9,36
2014-09-04,11431,2014,9,36
2014-09-05,11431,2014,9,36
2014-09-06,11432,2014,9,36
2014-09-07,11432,2014,9,36
2014-09-08,11432,2014,9,37
2014-09-09,11432,2014,9,37
2014-09-10,11432,2014,9,37
2014-09-11,11432,2014,9,37
2014-09-12,11432,2014,9,37
2014-09-13,11433,2014,9,37
2014-09-14,11433,2014,9,37
2014-09-15,11433,2014,9,38
2014-09-16,11433,2014,9,38
2014-09-17,11433,2014,9,38
2014-09-18,11433,2014,9,38
2014-09-19,11433,2014,9,38
2014-09-20,11434,2014,9,38
2014-09-21,11434,2014,9,38
2014-09-22,11434,2014,9,39
2014-09-23,11434,2014,9,39
2014-09-24,11434,2014,9,39
2014-09-25,11434,2014,9,39
2014-09-26,11434,2014,9,39
2014-09-27,11435,2014,9,39
2014-09-28,11435,2014,9,39
2014-09-29,11435,2014,9,40
2014-09-30,11435,2014,9,40
2014-10-01,11435,2014,10,40
2014-10-02,11435,2014,10,40
2014-10-03,11435,2014,10,40
2014-10-04,11436,2014,10,40
2014-10-05,11436,2014,10,40
2014-10-06,11436,2014,10,41
2014-10-07,11436,2014,10,41
2014-10-08,11436,2014,10,41
2014-10-09,11436,2014,10,41
2014-10-10,11436,2014,10,41
2014-10-11,11437,2014,10,41
2014-10-12,11437,2014,10,41
2014-10-13,11437,2014,10,42
2014-10-14,11437,2014,10,42
2014-10-15,11437,2014,10,42
2014-10-16,11437,2014,10,42
2014-10-17,11437,2014,10,42
2014-10-18,11438,2014,10,42
2014-10-19,11438,2014,10,42
2014-10-20,11438,2014,10,43
2014-10-21,11438,2014,10,43
2014-10-22,11438,2014,10,43
2014-10-23,11438,2014,10,43
2014-10-24,11438,2014,10,43
2014-10-25,11439,2014,10,43
2014-10-26,11439,2014,10,43
2014-10-27,11439,2014,10,44
2014-10-28,11439,2014,10,44
2014-10-29,11439,2014,10,44
2014-10-30,11439,2014,10,44
2014-10-31,11439,2014,10,44
2014-11-01,11440,2014,11,44
2014-11-02,11440,2014,11,44
2014-11-03,11440,2014,11,45
2014-11-04,11440,2014,11,45
2014-11-05,11440,2014,11,45
2014-11-06,11440,2014,11,45
2014-11-07,11440,2014,11,45
2014-11-08,11441,2014,11,45
2014-11-09,11441,2014,11,45
2014-11-10,11441,2014,11,46
2014-11-11,11441,2014,11,46
2014-11-12,11441,2014,11,46
2014-11-13,11441,2014,11,46
2014-11-14,11441,2014,11,46
2014-11-15,11442,2014,11,46
2014-11-16,11442,2014,11,46
2014-11-17,11442,2014,11,47
2014-11-18,11442,2014,11,47
2014-11-19,11442,2014,11,47
2014-11-20,11442,2014,11,47
2014-11-21,11442,2014,11,47
2014-11-22,11443,2014,11,47
2014-11-23,11443,2014,11,47
2014-11-24,11443,2014,11,48
2014-11-25,11443,2014,11,48
2014-11-26,11443,2014,11,48
2014-11-27,11443,2014,11,48
2014-11-28,11443,2014,11,48
2014-11-29,11444,2014,11,48
2014-11-30,11444,2014,11,48
2014-12-01,11444,2014,12,49
2014-12-02,11444,2014,12,49
2014-12-03,11444,2014,12,49
2014-12-04,11444,2014,12,49
2014-12-05,11444,2014,12,49
2014-12-06,11445,2014,12,49
2014-12-07,11445,2014,12,49
2014-12-08,11445,2014,12,50
2014-12-09,11445,2014,12,50
2014-12-10,11445,2014,12,50
2014-12-11,11445,2014,12,50
2014-12-12,11445,2014,12,50
2014-12-13,11446,2014,12,50
2014-12-14,11446,2014,12,50
2014-12-15,11446,2014,12,51
2014-12-16,11446,2014,12,51
2014-12-17,11446,2014,12,51
2014-12-18,11446,2014,12,51
2014-12-19,11446,2014,12,51
2014-12-20,11447,2014,12,51
2014-12-21,11447,2014,12,51
2014-12-22,11447,2014,12,52
2014-12-23,11447,2014,12,52
2014-12-24,11447,2014,12,52
2014-12-25,11447,2014,12,52
2014-12-26,11447,2014,12,52
2014-12-27,11448,2014,12,52
2014-12-28,11448,2014,12,52
2014-12-29,11448,2014,12,1
2014-12-30,11448,2014,12,1
2014-12-31,11448,2014,12,1
2015-01-01,11448,2015,1,1
2015-01-02,11448,2015,1,1
2015-01-03,11449,2015,1,1
2015-01-04,11449,2015,1,1
2015-01-05,11449,2015,1,2
2015-01-06,11449,2015,1,2
2015-01-07,11449,2015,1,2
2015-01-08,11449,2015,1,2
2015-01-09,11449,2015,1,2
2015-01-10,11450,2015,1,2
2015-01-11,11450,2015,1,2
2015-01-12,11450,2015,1,3
2015-01-13,11450,2015,1,3
2015-01-14,11450,2015,1,3
2015-01-15,11450,2015,1,3
2015-01-16,11450,2015,1,3
2015-01-17,11451,2015,1,3
2015-01-18,11451,2015,1,3
2015-01-19,11451,2015,1,4
2015-01-20,11451,2015,1,4
2015-01-21,11451,2015,1,4
2015-01-22,11451,2015,1,4
2015-01-23,11451,2015,1,4
2015-01-24,11452,2015,1,4
2015-01-25,11452,2015,1,4
2015-01-26,11452,2015,1,5
2015-01-27,11452,2015,1,5
2015-01-28,11452,2015,1,5
2015-01-29,11452,2015,1,5
2015-01-30,11452,2015,1,5
2015-01-31,11501,2015,1,5
2015-02-01,11501,2015,2,5
2015-02-02,11501,2015,2,6
2015-02-03,11501,2015,2,6
2015-02-04,11501,2015,2,6
2015-02-05,11501,2015,2,6
2015-02-06,11501,2015,2,6
2015-02-07,11502,2015,2,6
2015-02-08,11502,2015,2,6
2015-02-09,11502,2015,2,7
2015-02-10,11502,2015,2,7
2015-02-11,11502,2015,2,7
2015-02-12,11502,2015,2,7
2015-02-13,11502,2015,2,7
2015-02-14,11503,2015,2,7
2015-02-15,11503,2015,2,7
2015-02-16,11503,2015,2,8
2015-02-17,11503,2015,2,8
2015-02-18,11503,2015,2,8
2015-02-19,11503,2015,2,8
2015-02-20,11503,2015,2,8
2015-02-21,11504,2015,2,8
2015-02-22,11504,2015,2,8
2015-02-23,11504,2015,2,9
2015-02-24,11504,2015,2,9
2015-02-25,11504,2015,2,9
2015-02-26,11504,2015,2,9
2015-02-27,11504,2015,2,9
2015-02-28,11505,2015,2,9
2015-03-01,11505,2015,3,9
2015-03-02,11505,2015,3,10
2015-03-03,11505,2015,3,10
2015-03-04,11505,2015,3,10
2015-03-05,11505,2015,3,10
2015-03-06,11505,2015,3,10
2015-03-07,11506,2015,3,10
2015-03-08,11506,2015,3,10
2015-03-09,11506,2015,3,11
2015-03-10,11506,2015,3,11
2015-03-11,11506,2015,3,11
2015-03-12,11506,2015,3,11
2015-03-13,11506,2015,3,11
2015-03-14,11507,2015,3,11
2015-03-15,11507,2015,3,11
2015-03-16,11507,2015,3,12
2015-03-17,11507,2015,3,12
2015-03-18,11507,2015,3,12
2015-03-19,11507,2015,3,12
2015-03-20,11507,2015,3,12
2015-03-21,11508,2015,3,12
2015-03-22,11508,2015,3,12
2015-03-23,11508,2015,3,13
2015-03-24,11508,2015,3,13
2015-03-25,11508,2015,3,13
2015-03-26,11508,2015,3,13
2015-03-27,11508,2015,3,13
2015-03-28,11509,2015,3,13
2015-03-29,11509,2015,3,13
2015-03-30,11509,2015,3,14
2015-03-31,11509,2015,3,14
2015-04-01,11509,2015,4,14
2015-04-02,11509,2015,4,14
2015-04-03,11509,2015,4,14
2015-04-04,11510,2015,4,14
2015-04-05,11510,2015,4,14
2015-04-06,11510,2015,4,15
2015-04-07,11510,2015,4,15
2015-04-08,11510,2015,4,15
2015-04-09,11510,2015,4,15
2015-04-10,11510,2015,4,15
2015-04-11,11511,2015,4,15
2015-04-12,11511,2015,4,15
2015-04-13,11511,2015,4,16
2015-04-14,11511,2015,4,16
2015-04-15,11511,2015,4,16
2015-04-16,11511,2015,4,16
2015-04-17,11511,2015,4,16
2015-04-18,11512,2015,4,16
2015-04-19,11512,2015,4,16
2015-04-20,11512,2015,4,17
2015-04-21,11512,2015,4,17
2015-04-22,11512,2015,4,17
2015-04-23,11512,2015,4,17
2015-04-24,11512,2015,4,17
2015-04-25,11513,2015,4,17
2015-04-26,11513,2015,4,17
2015-04-27,11513,2015,4,18
2015-04-28,11513,2015,4,18
2015-04-29,11513,2015,4,18
2015-04-30,11513,2015,4,18
2015-05-01,11513,2015,5,18
2015-05-02,11514,2015,5,18
2015-05-03,11514,2015,5,18
2015-05-04,11514,2015,5,19
2015-05-05,11514,2015,5,19
2015-05-06,11514,2015,5,19
2015-05-07,11514,2015,5,19
2015-05-08,11514,2015,5,19
2015-05-09,11515,2015,5,19
2015-05-10,11515,2015,5,19
2015-05-11,11515,2015,5,20
2015-05-12,11515,2015,5,20
2015-05-13,11515,2015,5,20
2015-05-14,11515,2015,5,20
2015-05-15,11515,2015,5,20
2015-05-16,11516,2015,5,20
2015-05-17,11516,2015,5,20
2015-05-18,11516,2015,5,21
2015-05-19,11516,2015,5,21
2015-05-20,11516,2015,5,21
2015-05-21,11516,2015,5,21
2015-05-22,11516,2015,5,21
2015-05-23,11517,2015,5,21
2015-05-24,11517,2015,5,21
2015-05-25,11517,2015,5,22
2015-05-26,11517,2015,5,22
2015-05-27,11517,2015,5,22
2015-05-28,11517,2015,5,22
2015-05-29,11517,2015,5,22
2015-05-30,11518,2015,5,22
2015-05-31,11518,2015,5,22
2015-06-01,11518,2015,6,23
2015-06-02,11518,2015,6,23
2015-06-03,11518,2015,6,23
2015-06-04,11518,2015,6,23
2015-06-05,11518,2015,6,23
2015-06-06,11519,2015,6,23
2015-06-07,11519,2015,6,23
2015-06-08,11519,2015,6,24
2015-06-09,11519,2015,6,24
2015-06-10,11519,2015,6,24
2015-06-11,11519,2015,6,24
2015-06-12,11519,2015,6,24
2015-06-13,11520,2015,6,24
2015-06-14,11520,2015,6,24
2015-06-15,11520,2015,6,25
2015-06-16,11520,2015,6,25
2015-06-17,11520,2015,6,25
2015-06-18,11520,2015,6,25
2015-06-19,11520,2015,6,25
2015-06-20,11521,2015,6,25
2015-06-21,11521,2015,6,25
2015-06-22,11521,2015,6,26
2015-06-23,11521,2015,6,26
2015-06-24,11521,2015,6,26
2015-06-25,11521,2015,6,26
2015-06-26,11521,2015,6,26
2015-06-27,11522,2015,6,26
2015-06-28,11522,2015,6,26
2015-06-29,11522,2015,6,27
2015-06-30,11522,2015,6,27
2015-07-01,11522,2015,7,27
2015-07-02,11522,2015,7,27
2015-07-03,11522,2015,7,27
2015-07-04,11523,2015,7,27
2015-07-05,11523,2015,7,27
2015-07-06,11523,2015,7,28
2015-07-07,11523,2015,7,28
2015-07-08,11523,2015,7,28
2015-07-09,11523,2015,7,28
2015-07-10,11523,2015,7,28
2015-07-11,11524,2015,7,28
2015-07-12,11524,2015,7,28
2015-07-13,11524,2015,7,29
2015-07-14,11524,2015,7,29
2015-07-15,11524,2015,7,29
2015-07-16,11524,2015,7,29
2015-07-17,11524,2015,7,29
2015-07-18,11525,2015,7,29
2015-07-19,11525,2015,7,29
2015-07-20,11525,2015,7,30
2015-07-21,11525,2015,7,30
2015-07-22,11525,2015,7,30
2015-07-23,11525,2015,7,30
2015-07-24,11525,2015,7,30
2015-07-25,11526,2015,7,30
2015-07-26,11526,2015,7,30
2015-07-27,11526,2015,7,31
2015-07-28,11526,2015,7,31
2015-07-29,11526,2015,7,31
